model,accuracy,train_accuracy,recall,precision,cost,latency,date
SVM_web_questions_tf_idf-32,54.87,0.0,0.0,0.0,0.0,47407562.1875,2025-04-19 12:44:33.844115
XGBoost_web_questions_tf_idf-32,99.36,0.0,0.0,0.0,0.0,4238974.9375,2025-04-19 12:44:33.943501
SVM_web_questions_tf_idf-64,54.87,0.0,0.0,0.0,0.0,90044942.5625,2025-04-19 12:44:37.058591
XGBoost_web_questions_tf_idf-64,99.36,0.0,0.0,0.0,0.0,4282744.46875,2025-04-19 12:44:37.160211
SVM_web_questions_tf_idf-128,54.87,0.0,0.0,0.0,0.0,174211288.0625,2025-04-19 12:44:40.109747
XGBoost_web_questions_tf_idf-128,99.36,0.0,0.0,0.0,0.0,4508730.3125,2025-04-19 12:44:40.208446
SVM_web_questions_tf_idf-256,54.87,0.0,0.0,0.0,0.0,343087731.125,2025-04-19 12:44:43.089177
XGBoost_web_questions_tf_idf-256,99.36,0.0,0.0,0.0,0.0,5616763.75,2025-04-19 12:44:43.187891
SVM_ml_questions_tf_idf-1,87.5,0.0,0.0,0.0,0.0,5661734.4609375,2025-04-19 12:44:44.607364
XGBoost_ml_questions_tf_idf-1,100.0,0.0,0.0,0.0,0.0,4002651.4921875,2025-04-19 12:44:44.695026
SVM_ml_questions_tf_idf-16,87.5,0.0,0.0,0.0,0.0,32055080.25,2025-04-19 12:44:45.068128
XGBoost_ml_questions_tf_idf-16,100.0,0.0,0.0,0.0,0.0,3255148.625,2025-04-19 12:44:45.165004
SVM_ml_questions_tf_idf-32,87.5,0.0,0.0,0.0,0.0,59197767.5,2025-04-19 12:44:45.501898
XGBoost_ml_questions_tf_idf-32,100.0,0.0,0.0,0.0,0.0,3214594.75,2025-04-19 12:44:45.591130
SVM_ml_questions_tf_idf-64,87.5,0.0,0.0,0.0,0.0,113744667,2025-04-19 12:44:45.909331
XGBoost_ml_questions_tf_idf-64,100.0,0.0,0.0,0.0,0.0,3654042.5,2025-04-19 12:44:46.068914
SVM_ml_questions_tf_idf-128,87.5,0.0,0.0,0.0,0.0,246132776,2025-04-19 12:44:46.400845
XGBoost_ml_questions_tf_idf-128,100.0,0.0,0.0,0.0,0.0,3336707,2025-04-19 12:44:46.493846
SVM_ml_questions_tf_idf-256,87.5,0.0,0.0,0.0,0.0,224811016,2025-04-19 12:44:46.809528
XGBoost_ml_questions_tf_idf-256,100.0,0.0,0.0,0.0,0.0,4039140,2025-04-19 12:44:46.899786
