batch_size,time_taken_embed,time_taken_law,time_taken_finance,time_taken_healthcare,results,model_name,embedding_model,embedding
1,4962874,913760,861581,506562,[1],svm,mini,True
1,2593909,1794990,723782,458912,[1],svm,mini,True
1,3609757,822321,669392,487397,[0],svm,mini,True
1,2901308,955619,1300291,538295,[0],svm,mini,True
1,4850615,859535,841496,507018,[1],svm,mini,True
1,2705434,1310251,947134,498327,[0],svm,mini,True
1,3206904,895120,698518,431561,[1],svm,mini,True
1,15158107,820382,695482,506571,[1],svm,mini,True
1,3372605,1082575,923536,452307,[0],svm,mini,True
1,4699529,792023,680488,447109,[0],svm,mini,True
1,3840779,797822,686404,489278,[1],svm,mini,True
1,3028380,991224,950217,462675,[1],svm,mini,True
1,3200996,790247,699496,445508,[0],svm,mini,True
1,3819917,776437,648065,466622,[1],svm,mini,True
1,3768476,950256,734616,450232,[1],svm,mini,True
1,4167295,840835,829081,462452,[0],svm,mini,True
1,4416230,809189,725645,432716,[1],svm,mini,True
1,3034908,846423,997906,457894,[0],svm,mini,True
1,4221840,794263,687277,438777,[1],svm,mini,True
1,6544147,859835,704725,479076,[0],svm,mini,True
1,4130449,1696549,1504981,1853358,[0],svm,mini,True
1,8657594,1369811,1001466,762306,[1],svm,mini,True
1,4118257,924613,714597,432697,[1],svm,mini,True
1,3653934,867459,672099,425782,[1],svm,mini,True
1,3177129,784283,1473946,572668,[0],svm,mini,True
1,3577586,814620,675415,457204,[1],svm,mini,True
1,3716288,1013036,806008,474332,[0],svm,mini,True
1,2970576,1306915,671962,438186,[0],svm,mini,True
1,3320669,863889,707576,445886,[1],svm,mini,True
1,4058253,767844,671846,450348,[0],svm,mini,True
1,3811760,1085242,843309,761365,[1],svm,mini,True
1,3738478,791935,700544,439544,[0],svm,mini,True
1,2558343,779501,742705,470386,[1],svm,mini,True
1,3065255,746079,728127,483459,[0],svm,mini,True
1,2891521,881551,725761,471656,[1],svm,mini,True
1,2628640,1103427,855908,566790,[0],svm,mini,True
1,3709702,774613,666851,453733,[1],svm,mini,True
1,3540741,775311,642071,421950,[1],svm,mini,True
1,3761425,870125,651906,627000,[1],svm,mini,True
1,3522061,804282,677491,425791,[1],svm,mini,True
1,2912811,864132,810284,689391,[1],svm,mini,True
1,2924139,735732,759910,474798,[1],svm,mini,True
1,2837346,951857,760346,461201,[1],svm,mini,True
1,3582532,1039727,713454,444257,[1],svm,mini,True
1,3661170,778251,660179,423347,[0],svm,mini,True
1,2614247,829411,666347,558469,[0],svm,mini,True
1,2762171,859341,1128343,463529,[1],svm,mini,True
1,2588885,1049250,699643,445819,[0],svm,mini,True
1,3773945,1150979,839837,455227,[1],svm,mini,True
1,3181046,882433,757601,482683,[1],svm,mini,True
1,2847714,755652,1584918,502148,[1],svm,mini,True
1,6546930,824842,705423,484371,[1],svm,mini,True
1,4756353,812612,1004161,730668,[0],svm,mini,True
1,8245778,1179629,973775,626204,[1],svm,mini,True
1,3549344,824629,667948,426451,[1],svm,mini,True
1,14085445,802584,657240,530032,[1],svm,mini,True
1,2802615,808500,1402573,728147,[1],svm,mini,True
1,3799279,937027,701864,459251,[1],svm,mini,True
1,3570913,811196,725954,448185,[1],svm,mini,True
1,3690227,776291,773381,552067,[0],svm,mini,True
1,2512353,1499473,779880,476127,[1],svm,mini,True
1,2913228,943419,671720,426266,[1],svm,mini,True
1,3697656,805348,670857,452511,[1],svm,mini,True
1,3113030,791915,776339,747002,[1],svm,mini,True
1,3491676,769162,630365,579030,[0],svm,mini,True
1,3125018,750968,874703,860514,[1],svm,mini,True
1,2828888,1023656,935989,438254,[1],svm,mini,True
1,9996107,883209,718254,507939,[1],svm,mini,True
1,6681847,1282572,1485011,6134281,[1],svm,mini,True
1,3588652,788871,1752210,2369743,[1],svm,mini,True
1,9758315,2566345,934524,583986,[1],svm,mini,True
1,6588576,1067183,4485751,1022026,[1],svm,mini,True
1,7073762,3863038,2676037,5509717,[1],svm,mini,True
1,4962847,2575424,1453054,599038,[1],svm,mini,True
1,4037468,809325,668180,440406,[0],svm,mini,True
1,4014657,806047,685085,438486,[1],svm,mini,True
1,2788019,731250,1087482,603150,[0],svm,mini,True
1,2897235,940373,693630,443268,[1],svm,mini,True
1,3865094,920579,658093,573124,[1],svm,mini,True
1,3276035,797793,1089558,451696,[1],svm,mini,True
1,2815999,1950402,746681,443248,[1],svm,mini,True
1,3636225,768008,646436,426838,[1],svm,mini,True
1,3551332,736575,819315,712648,[1],svm,mini,True
1,2674456,750250,1018710,512361,[1],svm,mini,True
1,2596188,898107,997586,465604,[1],svm,mini,True
1,3019398,908532,714947,459378,[1],svm,mini,True
1,3768379,755943,779967,880105,[0],svm,mini,True
1,4185683,838731,660683,441532,[1],svm,mini,True
1,3077339,747457,762577,503662,[1],svm,mini,True
1,2644090,1300223,1881270,465943,[1],svm,mini,True
1,4909029,815580,985685,680488,[1],svm,mini,True
1,3557540,889940,669577,445043,[1],svm,mini,True
1,3470203,760250,725374,440262,[1],svm,mini,True
1,2618039,741628,1284287,617960,[0],svm,mini,True
1,2726868,836267,824875,1190655,[0],svm,mini,True
1,2673259,1130658,698900,467130,[1],svm,mini,True
1,3409334,787973,682762,418374,[1],svm,mini,True
1,3736861,869646,682198,450409,[0],svm,mini,True
1,2611799,815808,649970,522587,[1],svm,mini,True
1,3007351,1827734,956721,500328,[1],svm,mini,True
1,3175654,1029423,1090884,651900,[1],svm,mini,True
1,5836373,832538,845224,1688296,[1],svm,mini,True
1,8569833,1606283,1807474,832703,[0],svm,mini,True
1,4611036,809572,640232,475072,[1],svm,mini,True
1,2639344,835943,805828,464220,[0],svm,mini,True
1,2590093,1710564,821734,450981,[0],svm,mini,True
1,3969290,803675,655935,464200,[1],svm,mini,True
1,3714544,873535,716930,435764,[1],svm,mini,True
1,3010164,771330,764764,458401,[1],svm,mini,True
1,2804435,1409788,790301,574766,[1],svm,mini,True
1,3698823,807894,637671,416105,[1],svm,mini,True
1,3410770,838813,990521,529928,[1],svm,mini,True
1,3852625,775123,651444,419246,[1],svm,mini,True
1,3311077,776839,653035,505604,[1],svm,mini,True
1,3898771,935781,1142995,449778,[1],svm,mini,True
1,3183354,863352,721391,661172,[1],svm,mini,True
1,3458827,761021,649543,415756,[1],svm,mini,True
1,4050644,1960617,780205,431273,[1],svm,mini,True
1,4170016,779573,654644,499203,[0],svm,mini,True
1,3476741,1161957,680443,1185406,[1],svm,mini,True
1,2665684,761010,2006085,489340,[1],svm,mini,True
1,3920079,838077,688164,476983,[1],svm,mini,True
1,4345766,804432,727434,1732038,[0],svm,mini,True
1,3926848,860160,684342,471736,[1],svm,mini,True
1,5172999,803365,671375,832616,[1],svm,mini,True
1,3138983,1133645,732903,458702,[0],svm,mini,True
1,3550927,1222233,678116,418820,[1],svm,mini,True
1,3494848,821375,659649,421274,[1],svm,mini,True
1,3642793,1237635,746336,452426,[1],svm,mini,True
1,3936092,802627,663529,426821,[1],svm,mini,True
1,2934389,783085,654509,877608,[1],svm,mini,True
1,6898102,865689,1138776,871363,[1],svm,mini,True
1,4530392,1433646,1254385,684401,[1],svm,mini,True
1,9576541,1129077,895397,463949,[0],svm,mini,True
1,3767091,876134,666157,420925,[0],svm,mini,True
1,3922941,749110,635935,439430,[1],svm,mini,True
1,3022210,837688,1313819,466771,[1],svm,mini,True
1,3000301,1332857,687601,423718,[1],svm,mini,True
1,3889985,821433,680588,438518,[1],svm,mini,True
1,2944203,773444,663325,511743,[0],svm,mini,True
1,2967296,889363,929050,474888,[1],svm,mini,True
1,3279499,1194194,731129,419761,[1],svm,mini,True
1,3892602,817651,644519,415280,[1],svm,mini,True
